# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio		Partner Class	Partner Family
954	PEAKS039234_BHLHA15_pwm.binary	Irf3	IRF3.H12CORE.0.PS.A	7.557501	1.215109	7.172799	0.949097		Tryptophan cluster factors {3.5}	IRF {3.5.3}
955	PEAKS039234_BHLHA15_pwm.binary	Irf3	IRF3.H12CORE.1.SM.B	7.557501	1.749795	7.166176	0.948220		Tryptophan cluster factors {3.5}	IRF {3.5.3}
956	PEAKS039234_BHLHA15_pwm.binary	Irf4	IRF4.H12CORE.0.P.B	7.557501	1.181645	7.186019	0.950846		Tryptophan cluster factors {3.5}	IRF {3.5.3}
957	PEAKS039234_BHLHA15_pwm.binary	Irf4	IRF4.H12CORE.1.S.B	7.557501	1.549399	6.955193	0.920303		Tryptophan cluster factors {3.5}	IRF {3.5.3}
958	PEAKS039234_BHLHA15_pwm.binary	Irf4	IRF4.H12CORE.2.SM.B	7.557501	1.686252	7.229592	0.956611		Tryptophan cluster factors {3.5}	IRF {3.5.3}
959	PEAKS039234_BHLHA15_pwm.binary	Irf5	IRF5.H12CORE.0.SM.B	7.557501	1.542835	7.161785	0.947639		Tryptophan cluster factors {3.5}	IRF {3.5.3}
960	PEAKS039234_BHLHA15_pwm.binary	Irf5	IRF5.H12CORE.1.S.B	7.557501	1.862050	7.136010	0.944229		Tryptophan cluster factors {3.5}	IRF {3.5.3}
961	PEAKS039234_BHLHA15_pwm.binary	Irf6	IRF6.H12CORE.0.SM.B	7.557501	1.757430	7.211710	0.954245		Tryptophan cluster factors {3.5}	IRF {3.5.3}
962	PEAKS039234_BHLHA15_pwm.binary	Irf6	IRF6.H12CORE.1.S.C	7.557501	1.714642	7.164358	0.947980		Tryptophan cluster factors {3.5}	IRF {3.5.3}
963	PEAKS039234_BHLHA15_pwm.binary	Irf7	IRF7.H12CORE.0.S.B	7.557501	1.416377	7.260858	0.960749		Tryptophan cluster factors {3.5}	IRF {3.5.3}
964	PEAKS039234_BHLHA15_pwm.binary	Irf7	IRF7.H12CORE.1.SM.B	7.557501	1.303907	7.299551	0.965868		Tryptophan cluster factors {3.5}	IRF {3.5.3}
965	PEAKS039234_BHLHA15_pwm.binary	Irf8	IRF8.H12CORE.0.P.B	7.557501	1.018221	7.177322	0.949695		Tryptophan cluster factors {3.5}	IRF {3.5.3}
966	PEAKS039234_BHLHA15_pwm.binary	Irf8	IRF8.H12CORE.1.SM.B	7.557501	1.525908	7.238255	0.957758		Tryptophan cluster factors {3.5}	IRF {3.5.3}
967	PEAKS039234_BHLHA15_pwm.binary	Irf8	IRF8.H12CORE.2.SM.B	7.557501	1.506530	7.240465	0.958050		Tryptophan cluster factors {3.5}	IRF {3.5.3}
968	PEAKS039234_BHLHA15_pwm.binary	Irf9	IRF9.H12CORE.0.PSM.A	7.557501	1.536753	7.222294	0.955646		Tryptophan cluster factors {3.5}	IRF {3.5.3}
969	PEAKS039234_BHLHA15_pwm.binary	Tead1	TEAD1.H12CORE.0.PSM.A	7.557501	1.558107	7.047946	0.932576		TEA domain factors {3.6}	TEF1-related {3.6.1}
970	PEAKS039234_BHLHA15_pwm.binary	Tead1	TEAD1.H12CORE.1.P.C	7.557501	1.406906	7.001442	0.926423		TEA domain factors {3.6}	TEF1-related {3.6.1}
971	PEAKS039234_BHLHA15_pwm.binary	Tead1	TEAD1.H12CORE.2.S.C	7.557501	1.460912	7.120840	0.942222		TEA domain factors {3.6}	TEF1-related {3.6.1}
972	PEAKS039234_BHLHA15_pwm.binary	Tead2	TEAD2.H12CORE.0.PSM.A	7.557501	1.516370	7.012773	0.927922		TEA domain factors {3.6}	TEF1-related {3.6.1}
973	PEAKS039234_BHLHA15_pwm.binary	Tead3	TEAD3.H12CORE.0.PS.A	7.557501	1.614835	7.006491	0.927091		TEA domain factors {3.6}	TEF1-related {3.6.1}
974	PEAKS039234_BHLHA15_pwm.binary	Tead3	TEAD3.H12CORE.1.S.B	7.557501	1.355679	7.056463	0.933703		TEA domain factors {3.6}	TEF1-related {3.6.1}
975	PEAKS039234_BHLHA15_pwm.binary	Tead4	TEAD4.H12CORE.0.PS.A	7.557501	1.516971	7.019848	0.928858		TEA domain factors {3.6}	TEF1-related {3.6.1}
976	PEAKS039234_BHLHA15_pwm.binary	Tead4	TEAD4.H12CORE.1.P.B	7.557501	1.375437	7.002887	0.926614		TEA domain factors {3.6}	TEF1-related {3.6.1}
977	PEAKS039234_BHLHA15_pwm.binary	Arid1a	ARI1A.H12CORE.0.P.C	7.557501	1.330666	7.252646	0.959662		ARID domain factors {3.7}	ARID-related {3.7.1}
978	PEAKS039234_BHLHA15_pwm.binary	Sox1	SOX1.H12CORE.0.S.B	7.557501	1.410194	7.216792	0.954918		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
979	PEAKS039234_BHLHA15_pwm.binary	Sox1	SOX1.H12CORE.1.S.B	7.557501	1.462386	7.167856	0.948443		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
980	PEAKS039234_BHLHA15_pwm.binary	Sox10	SOX10.H12CORE.0.PSM.A	7.557501	1.665794	7.231775	0.956900		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
981	PEAKS039234_BHLHA15_pwm.binary	Sox10	SOX10.H12CORE.1.PSM.A	7.557501	1.427370	7.156885	0.946991		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
982	PEAKS039234_BHLHA15_pwm.binary	Sox10	SOX10.H12CORE.2.S.C	7.557501	2.055073	7.183689	0.950538		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
983	PEAKS039234_BHLHA15_pwm.binary	Sox11	SOX11.H12CORE.0.P.B	7.557501	1.281027	7.015121	0.928233		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
984	PEAKS039234_BHLHA15_pwm.binary	Sox11	SOX11.H12CORE.1.S.B	7.557501	1.969337	7.099710	0.939426		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
985	PEAKS039234_BHLHA15_pwm.binary	Sox12	SOX12.H12CORE.0.SM.B	7.557501	1.464112	7.201801	0.952934		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
986	PEAKS039234_BHLHA15_pwm.binary	Sox13	SOX13.H12CORE.0.P.B	7.557501	1.346473	7.111517	0.940988		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
987	PEAKS039234_BHLHA15_pwm.binary	Sox14	SOX14.H12CORE.0.SM.B	7.557501	1.322226	7.176187	0.949545		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
988	PEAKS039234_BHLHA15_pwm.binary	Sox17	SOX17.H12CORE.0.PS.A	7.557501	1.454744	7.114870	0.941432		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
989	PEAKS039234_BHLHA15_pwm.binary	Sox17	SOX17.H12CORE.1.P.B	7.557501	1.321186	7.172823	0.949100		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
990	PEAKS039234_BHLHA15_pwm.binary	Sox17	SOX17.H12CORE.2.S.C	7.557501	1.208522	7.296819	0.965507		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
991	PEAKS039234_BHLHA15_pwm.binary	Sox18	SOX18.H12CORE.0.SM.B	7.557501	1.465702	7.088407	0.937930		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
992	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX2.H12CORE.0.P.B	7.557501	1.284835	7.132725	0.943794		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
993	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX2.H12CORE.1.P.B	7.557501	1.330548	7.207709	0.953716		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
994	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX2.H12CORE.2.S.B	7.557501	1.544959	7.222857	0.955720		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
995	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX2.H12CORE.3.S.B	7.557501	1.526706	7.217247	0.954978		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
996	PEAKS039234_BHLHA15_pwm.binary	Sox21	SOX21.H12CORE.0.S.B	7.557501	1.402625	7.192207	0.951665		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
997	PEAKS039234_BHLHA15_pwm.binary	Sox3	SOX3.H12CORE.0.PM.A	7.557501	1.397385	7.138161	0.944513		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
998	PEAKS039234_BHLHA15_pwm.binary	Sox3	SOX3.H12CORE.1.S.C	7.557501	1.441375	7.170057	0.948734		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
999	PEAKS039234_BHLHA15_pwm.binary	Sox30	SOX30.H12CORE.0.P.C	7.557501	1.534248	6.985743	0.924346		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1000	PEAKS039234_BHLHA15_pwm.binary	Sox30	SOX30.H12CORE.1.SM.B	7.557501	1.521393	7.091806	0.938380		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1001	PEAKS039234_BHLHA15_pwm.binary	Sox4	SOX4.H12CORE.0.PSM.A	7.557501	1.366158	6.941511	0.918493		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1002	PEAKS039234_BHLHA15_pwm.binary	Sox5	SOX5.H12CORE.0.P.B	7.557501	1.541758	6.964669	0.921557		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1003	PEAKS039234_BHLHA15_pwm.binary	Sox6	SOX6.H12CORE.0.P.B	7.557501	1.389557	7.019877	0.928862		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1004	PEAKS039234_BHLHA15_pwm.binary	Sox7	SOX7.H12CORE.0.PS.A	7.557501	1.611060	7.156863	0.946988		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1005	PEAKS039234_BHLHA15_pwm.binary	Sox7	SOX7.H12CORE.1.SM.B	7.557501	1.410080	7.210074	0.954029		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1006	PEAKS039234_BHLHA15_pwm.binary	Sox8	SOX8.H12CORE.0.PSM.A	7.557501	1.576324	7.207155	0.953643		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1007	PEAKS039234_BHLHA15_pwm.binary	Sox8	SOX8.H12CORE.1.PS.A	7.557501	1.478848	7.155078	0.946752		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1008	PEAKS039234_BHLHA15_pwm.binary	Sox9	SOX9.H12CORE.0.PS.A	7.557501	1.488071	7.220230	0.955373		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1009	PEAKS039234_BHLHA15_pwm.binary	Sox9	SOX9.H12CORE.1.PS.A	7.557501	1.409980	7.173907	0.949243		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1010	PEAKS039234_BHLHA15_pwm.binary	Sox9	SOX9.H12CORE.2.S.B	7.557501	1.411295	7.235724	0.957423		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1011	PEAKS039234_BHLHA15_pwm.binary	Sry	SRY.H12CORE.0.S.B	7.557501	1.507370	7.005929	0.927017		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1012	PEAKS039234_BHLHA15_pwm.binary	Sry	SRY.H12CORE.1.S.B	7.557501	1.448352	7.163719	0.947895		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1013	PEAKS039234_BHLHA15_pwm.binary	Lef1	LEF1.H12CORE.0.PSM.A	7.557501	1.435575	7.057531	0.933845		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1014	PEAKS039234_BHLHA15_pwm.binary	Lef1	LEF1.H12CORE.1.P.B	7.557501	1.318979	7.174437	0.949313		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1015	PEAKS039234_BHLHA15_pwm.binary	Taf1	TAF1.H12CORE.0.P.B	7.557501	1.751299	6.985260	0.924282		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1016	PEAKS039234_BHLHA15_pwm.binary	Tcf7	TCF7.H12CORE.0.PSM.A	7.557501	1.534759	7.065857	0.934946		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1017	PEAKS039234_BHLHA15_pwm.binary	Tcf7l1	TF7L1.H12CORE.0.PM.A	7.557501	1.418634	7.051388	0.933032		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1018	PEAKS039234_BHLHA15_pwm.binary	Tcf7l1	TF7L1.H12CORE.1.P.C	7.557501	1.606758	7.192900	0.951756		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1019	PEAKS039234_BHLHA15_pwm.binary	Tcf7l1	TF7L1.H12CORE.2.S.C	7.557501	1.439333	7.013560	0.928026		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1020	PEAKS039234_BHLHA15_pwm.binary	Tcf7l2	TF7L2.H12CORE.0.P.B	7.557501	1.425222	6.994805	0.925545		High-mobility group (HMG) domain factors {4.1}	TCF7-related {4.1.3}
1021	PEAKS039234_BHLHA15_pwm.binary	Nfya	NFYA.H12CORE.0.P.B	7.557501	1.623194	7.113150	0.941204		Heteromeric CCAAT-binding factors {4.2}	Heteromeric CCAAT-binding {4.2.1}
1022	PEAKS039234_BHLHA15_pwm.binary	Nfyb	NFYB.H12CORE.0.P.B	7.557501	1.639269	7.057109	0.933789		Heteromeric CCAAT-binding factors {4.2}	Heteromeric CCAAT-binding {4.2.1}
1023	PEAKS039234_BHLHA15_pwm.binary	Nfyc	NFYC.H12CORE.0.P.B	7.557501	1.605471	6.983294	0.924022		Heteromeric CCAAT-binding factors {4.2}	Heteromeric CCAAT-binding {4.2.1}
1024	PEAKS039234_BHLHA15_pwm.binary	Mef2a	MEF2A.H12CORE.0.P.B	7.557501	1.479475	7.305544	0.966661		MADS box factors {5.1}	Regulators of differentiation {5.1.1}
1025	PEAKS039234_BHLHA15_pwm.binary	Mef2b	MEF2B.H12CORE.0.PS.A	7.557501	1.378893	7.224066	0.955880		MADS box factors {5.1}	Regulators of differentiation {5.1.1}
1026	PEAKS039234_BHLHA15_pwm.binary	Mef2b	MEF2B.H12CORE.1.SM.B	7.557501	1.915087	7.307465	0.966916		MADS box factors {5.1}	Regulators of differentiation {5.1.1}
1027	PEAKS039234_BHLHA15_pwm.binary	Mef2c	MEF2C.H12CORE.0.P.B	7.557501	1.543519	7.272253	0.962256		MADS box factors {5.1}	Regulators of differentiation {5.1.1}
1028	PEAKS039234_BHLHA15_pwm.binary	Mef2c	MEF2C.H12CORE.1.SM.B	7.557501	1.856615	7.257677	0.960328		MADS box factors {5.1}	Regulators of differentiation {5.1.1}
1029	PEAKS039234_BHLHA15_pwm.binary	Mef2d	MEF2D.H12CORE.0.PS.A	7.557501	1.530707	7.299609	0.965876		MADS box factors {5.1}	Regulators of differentiation {5.1.1}
1030	PEAKS039234_BHLHA15_pwm.binary	Mef2d	MEF2D.H12CORE.1.M.C	7.557501	1.939641	7.302724	0.966288		MADS box factors {5.1}	Regulators of differentiation {5.1.1}
1031	PEAKS039234_BHLHA15_pwm.binary	Srf	SRF.H12CORE.0.PSM.A	7.557501	1.505595	6.942806	0.918664		MADS box factors {5.1}	Responders to external signals {5.1.2}
1032	PEAKS039234_BHLHA15_pwm.binary	Gmeb1	GMEB1.H12CORE.0.P.C	7.557501	1.601366	6.978260	0.923356		SAND domain factors {5.3}	GMEB {5.3.3}
1033	PEAKS039234_BHLHA15_pwm.binary	Gmeb1	GMEB1.H12CORE.1.P.C	7.557501	0.959131	6.995215	0.925599		SAND domain factors {5.3}	GMEB {5.3.3}
1034	PEAKS039234_BHLHA15_pwm.binary	Gmeb1	GMEB1.H12CORE.2.SM.B	7.557501	1.296837	7.109877	0.940771		SAND domain factors {5.3}	GMEB {5.3.3}
1035	PEAKS039234_BHLHA15_pwm.binary	Gmeb2	GMEB2.H12CORE.0.P.C	7.557501	1.270802	6.974681	0.922882		SAND domain factors {5.3}	GMEB {5.3.3}
1036	PEAKS039234_BHLHA15_pwm.binary	Gmeb2	GMEB2.H12CORE.1.P.C	7.557501	1.469058	7.019227	0.928776		SAND domain factors {5.3}	GMEB {5.3.3}
1037	PEAKS039234_BHLHA15_pwm.binary	Gmeb2	GMEB2.H12CORE.2.SM.B	7.557501	1.368616	7.047635	0.932535		SAND domain factors {5.3}	GMEB {5.3.3}
1038	PEAKS039234_BHLHA15_pwm.binary	Nfkb1	NFKB1.H12CORE.0.PS.A	7.557501	1.300385	6.895998	0.912471		Rel homology region (RHR) factors {6.1}	NFkappaB-related {6.1.1}
1039	PEAKS039234_BHLHA15_pwm.binary	Nfkb2	NFKB2.H12CORE.0.PSM.A	7.557501	1.019242	6.891949	0.911935		Rel homology region (RHR) factors {6.1}	NFkappaB-related {6.1.1}
1040	PEAKS039234_BHLHA15_pwm.binary	Rel	REL.H12CORE.0.P.B	7.557501	1.361265	6.921101	0.915792		Rel homology region (RHR) factors {6.1}	NFkappaB-related {6.1.1}
1041	PEAKS039234_BHLHA15_pwm.binary	Rela	TF65.H12CORE.0.P.B	7.557501	1.621696	6.998211	0.925995		Rel homology region (RHR) factors {6.1}	NFkappaB-related {6.1.1}
1042	PEAKS039234_BHLHA15_pwm.binary	Relb	RELB.H12CORE.0.P.B	7.557501	1.524811	7.050627	0.932931		Rel homology region (RHR) factors {6.1}	NFkappaB-related {6.1.1}
1043	PEAKS039234_BHLHA15_pwm.binary	Nfat5	NFAT5.H12CORE.0.SM.B	7.557501	1.860864	6.980443	0.923644		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1044	PEAKS039234_BHLHA15_pwm.binary	Nfat5	NFAT5.H12CORE.1.PS.A	7.557501	1.859467	7.215465	0.954742		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1045	PEAKS039234_BHLHA15_pwm.binary	Nfatc1	NFAC1.H12CORE.0.P.B	7.557501	1.705454	7.025488	0.929605		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1046	PEAKS039234_BHLHA15_pwm.binary	Nfatc1	NFAC1.H12CORE.1.PS.A	7.557501	2.028002	7.222651	0.955693		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1047	PEAKS039234_BHLHA15_pwm.binary	Nfatc1	NFAC1.H12CORE.2.SM.B	7.557501	2.029336	7.230002	0.956666		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1048	PEAKS039234_BHLHA15_pwm.binary	Nfatc1	NFAC1.H12CORE.3.SM.B	7.557501	1.940466	7.023151	0.929295		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1049	PEAKS039234_BHLHA15_pwm.binary	Nfatc2	NFAC2.H12CORE.0.P.B	7.557501	1.434877	6.950558	0.919690		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1050	PEAKS039234_BHLHA15_pwm.binary	Nfatc2	NFAC2.H12CORE.1.PS.A	7.557501	1.662873	7.003979	0.926759		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1051	PEAKS039234_BHLHA15_pwm.binary	Nfatc2	NFAC2.H12CORE.2.S.C	7.557501	1.904861	7.218483	0.955142		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1052	PEAKS039234_BHLHA15_pwm.binary	Nfatc2	NFAC2.H12CORE.3.M.C	7.557501	2.019446	7.143974	0.945283		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1053	PEAKS039234_BHLHA15_pwm.binary	Nfatc2	NFAC2.H12CORE.4.M.B	7.557501	1.990122	7.217333	0.954989		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1054	PEAKS039234_BHLHA15_pwm.binary	Nfatc3	NFAC3.H12CORE.0.SM.B	7.557501	2.080531	7.060848	0.934283		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1055	PEAKS039234_BHLHA15_pwm.binary	Nfatc3	NFAC3.H12CORE.1.P.C	7.557501	1.350375	7.069160	0.935383		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1056	PEAKS039234_BHLHA15_pwm.binary	Nfatc4	NFAC4.H12CORE.0.P.C	7.557501	1.755743	7.200666	0.952784		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1057	PEAKS039234_BHLHA15_pwm.binary	Nfatc4	NFAC4.H12CORE.1.SM.B	7.557501	2.062057	7.138531	0.944562		Rel homology region (RHR) factors {6.1}	NFAT-related {6.1.3}
1058	PEAKS039234_BHLHA15_pwm.binary	Rbpj	SUH.H12CORE.0.P.B	7.557501	2.123979	7.091273	0.938309		Rel homology region (RHR) factors {6.1}	CSL-related {6.1.4}
1059	PEAKS039234_BHLHA15_pwm.binary	Ebf1	COE1.H12CORE.0.P.B	7.557501	1.399231	6.939144	0.918180		Rel homology region (RHR) factors {6.1}	EBF-related {6.1.5}
1060	PEAKS039234_BHLHA15_pwm.binary	Ebf2	COE2.H12CORE.0.P.B	7.557501	1.180931	6.859085	0.907586		Rel homology region (RHR) factors {6.1}	EBF-related {6.1.5}
1061	PEAKS039234_BHLHA15_pwm.binary	Ebf3	COE3.H12CORE.0.P.B	7.557501	1.291026	6.924926	0.916298		Rel homology region (RHR) factors {6.1}	EBF-related {6.1.5}
1062	PEAKS039234_BHLHA15_pwm.binary	Stat1	STAT1.H12CORE.0.P.B	7.557501	1.604652	7.039078	0.931403		STAT domain factors {6.2}	STAT {6.2.1}
1063	PEAKS039234_BHLHA15_pwm.binary	Stat1	STAT1.H12CORE.1.P.B	7.557501	1.132296	7.238813	0.957832		STAT domain factors {6.2}	STAT {6.2.1}
1064	PEAKS039234_BHLHA15_pwm.binary	Stat2	STAT2.H12CORE.0.P.B	7.557501	1.059979	7.217337	0.954990		STAT domain factors {6.2}	STAT {6.2.1}
1065	PEAKS039234_BHLHA15_pwm.binary	Stat3	STAT3.H12CORE.0.P.B	7.557501	1.786456	7.101461	0.939657		STAT domain factors {6.2}	STAT {6.2.1}
1066	PEAKS039234_BHLHA15_pwm.binary	Stat4	STAT4.H12CORE.0.P.B	7.557501	1.938765	7.031189	0.930359		STAT domain factors {6.2}	STAT {6.2.1}
1067	PEAKS039234_BHLHA15_pwm.binary	Stat5a	STA5A.H12CORE.0.P.B	7.557501	1.882785	7.133370	0.943879		STAT domain factors {6.2}	STAT {6.2.1}
1068	PEAKS039234_BHLHA15_pwm.binary	Stat5b	STA5B.H12CORE.0.P.B	7.557501	1.782294	7.075503	0.936223		STAT domain factors {6.2}	STAT {6.2.1}
1069	PEAKS039234_BHLHA15_pwm.binary	Stat6	STAT6.H12CORE.0.P.B	7.557501	1.687965	6.839685	0.905019		STAT domain factors {6.2}	STAT {6.2.1}
1070	PEAKS039234_BHLHA15_pwm.binary	Tp53	P53.H12CORE.0.P.B	7.557501	1.372750	7.052277	0.933149		p53 domain factors {6.3}	p53-related {6.3.1}
1071	PEAKS039234_BHLHA15_pwm.binary	Tp53	P53.H12CORE.1.S.C	7.557501	1.480392	7.044452	0.932114		p53 domain factors {6.3}	p53-related {6.3.1}
1072	PEAKS039234_BHLHA15_pwm.binary	Tp63	P63.H12CORE.0.PS.A	7.557501	1.592449	7.011292	0.927726		p53 domain factors {6.3}	p53-related {6.3.1}
1073	PEAKS039234_BHLHA15_pwm.binary	Tp63	P63.H12CORE.1.PS.A	7.557501	1.912040	7.054024	0.933381		p53 domain factors {6.3}	p53-related {6.3.1}
1074	PEAKS039234_BHLHA15_pwm.binary	Tp73	P73.H12CORE.0.PS.A	7.557501	1.516693	7.028280	0.929974		p53 domain factors {6.3}	p53-related {6.3.1}
1075	PEAKS039234_BHLHA15_pwm.binary	Tp73	P73.H12CORE.1.P.B	7.557501	1.784525	7.102753	0.939828		p53 domain factors {6.3}	p53-related {6.3.1}
1076	PEAKS039234_BHLHA15_pwm.binary	Runx1	RUNX1.H12CORE.0.P.B	7.557501	1.640465	7.027445	0.929864		Runt domain factors {6.4}	Runt-related {6.4.1}
1077	PEAKS039234_BHLHA15_pwm.binary	Runx2	RUNX2.H12CORE.0.P.B	7.557501	1.688284	7.062759	0.934536		Runt domain factors {6.4}	Runt-related {6.4.1}
1078	PEAKS039234_BHLHA15_pwm.binary	Runx2	RUNX2.H12CORE.1.S.B	7.557501	1.476897	7.098474	0.939262		Runt domain factors {6.4}	Runt-related {6.4.1}
1079	PEAKS039234_BHLHA15_pwm.binary	Runx2	RUNX2.H12CORE.2.M.C	7.557501	1.227092	6.988118	0.924660		Runt domain factors {6.4}	Runt-related {6.4.1}
1080	PEAKS039234_BHLHA15_pwm.binary	Runx3	RUNX3.H12CORE.0.P.B	7.557501	1.654961	7.025937	0.929664		Runt domain factors {6.4}	Runt-related {6.4.1}
1081	PEAKS039234_BHLHA15_pwm.binary	Runx3	RUNX3.H12CORE.1.S.B	7.557501	1.261852	7.030808	0.930309		Runt domain factors {6.4}	Runt-related {6.4.1}
1082	PEAKS039234_BHLHA15_pwm.binary	Runx3	RUNX3.H12CORE.2.S.B	7.557501	1.472207	7.106511	0.940326		Runt domain factors {6.4}	Runt-related {6.4.1}
1083	PEAKS039234_BHLHA15_pwm.binary	Tbx19	TBX19.H12CORE.0.PS.A	7.557501	1.612482	7.203953	0.953219		T-Box factors {6.5}	Brachyury-related {6.5.1}
1084	PEAKS039234_BHLHA15_pwm.binary	Tbx19	TBX19.H12CORE.1.SM.B	7.557501	1.754422	7.068866	0.935344		T-Box factors {6.5}	Brachyury-related {6.5.1}
1085	PEAKS039234_BHLHA15_pwm.binary	Tbxt	TBXT.H12CORE.0.PS.A	7.557501	1.784434	7.096700	0.939027		T-Box factors {6.5}	Brachyury-related {6.5.1}
1086	PEAKS039234_BHLHA15_pwm.binary	Tbxt	TBXT.H12CORE.1.PSM.A	7.557501	1.684475	7.141041	0.944894		T-Box factors {6.5}	Brachyury-related {6.5.1}
1087	PEAKS039234_BHLHA15_pwm.binary	Eomes	EOMES.H12CORE.0.PSM.A	7.557501	1.516369	7.063915	0.934689		T-Box factors {6.5}	TBrain-related {6.5.2}
1088	PEAKS039234_BHLHA15_pwm.binary	Tbr1	TBR1.H12CORE.0.PS.A	7.557501	1.525132	7.069420	0.935418		T-Box factors {6.5}	TBrain-related {6.5.2}
1089	PEAKS039234_BHLHA15_pwm.binary	Tbx21	TBX21.H12CORE.0.PSM.A	7.557501	1.464367	7.049849	0.932828		T-Box factors {6.5}	TBrain-related {6.5.2}
1090	PEAKS039234_BHLHA15_pwm.binary	Tbx1	TBX1.H12CORE.0.S.B	7.557501	1.228873	6.994157	0.925459		T-Box factors {6.5}	TBX1-related {6.5.3}
1091	PEAKS039234_BHLHA15_pwm.binary	Tbx15	TBX15.H12CORE.0.SM.B	7.557501	1.435738	7.006509	0.927093		T-Box factors {6.5}	TBX1-related {6.5.3}
1092	PEAKS039234_BHLHA15_pwm.binary	Tbx18	TBX18.H12CORE.0.M.C	7.557501	1.379769	7.004127	0.926778		T-Box factors {6.5}	TBX1-related {6.5.3}
1093	PEAKS039234_BHLHA15_pwm.binary	Tbx20	TBX20.H12CORE.0.P.C	7.557501	2.334364	7.088451	0.937936		T-Box factors {6.5}	TBX1-related {6.5.3}
1094	PEAKS039234_BHLHA15_pwm.binary	Tbx20	TBX20.H12CORE.1.M.C	7.557501	1.453524	7.067426	0.935154		T-Box factors {6.5}	TBX1-related {6.5.3}
